"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"Washington","541511","Custom computer programming services","S-corporations","Establishments with 100 to 249 employees","2020","6","90,344","21,333","831"
"Washington","541511","Custom computer programming services","Individual proprietorships","All establishments","2020","62","7,881","1,815","126"
"Washington","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2020","55","2,910","662","49"
"Washington","541511","Custom computer programming services","Individual proprietorships","Establishments with 5 to 9 employees","2020","4","1,665","378","26"
"Washington","541511","Custom computer programming services","Partnerships","All establishments","2020","101","214,863","57,870","1,847"
"Washington","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2020","50","8,757","1,148","71"
"Washington","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2020","15","7,533","1,931","90"
"Washington","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2020","14","16,538","3,872","182"
"Washington","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2020","15","42,729","12,183","445"
"Washington","541511","Custom computer programming services","Partnerships","Establishments with 50 to 99 employees","2020","4","30,484","7,848","295"
"Washington","541511","Custom computer programming services","Non-profit","All establishments","2020","6","12,675","3,313","128"
"Washington","541511","Custom computer programming services","Non-profit","Establishments with less than 5 employees","2020","3","430","104","8"
"Washington","541511","Custom computer programming services","Other noncorporate legal forms of organization","All establishments","2020","3","6,723","1,957","55"
"West Virginia","541511","Custom computer programming services","All establishments","All establishments","2020","81","74,667","17,752","861"
"West Virginia","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2020","54","3,965","934","67"
"West Virginia","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2020","12","8,475","1,942","90"
"West Virginia","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2020","6","5,541","1,698","82"
"West Virginia","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2020","5","13,533","3,236","151"
"West Virginia","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2020","3","38,404","8,567","416"
"West Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2020","30","9,201","2,457","123"
"West Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2020","20","1,694","433","25"
"West Virginia","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2020","7","4,597","1,146","49"
"West Virginia","541511","Custom computer programming services","S-corporations","All establishments","2020","38","38,379","8,969","417"
"West Virginia","541511","Custom computer programming services","S-corporations","Establishments with less than 5 employees","2020","26","1,846","350","30"
"West Virginia","541511","Custom computer programming services","S-corporations","Establishments with 5 to 9 employees","2020","4","3,070","668","32"
"West Virginia","541511","Custom computer programming services","S-corporations","Establishments with 10 to 19 employees","2020","3","3,376","1,019","46"
"West Virginia","541511","Custom computer programming services","S-corporations","Establishments with 20 to 49 employees","2020","3","9,824","2,277","91"
"West Virginia","541511","Custom computer programming services","Partnerships","All establishments","2020","10","6,871","1,871","90"
"West Virginia","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2020","7","413","151","12"
"Wisconsin","541511","Custom computer programming services","All establishments","All establishments","2020","751","877,733","220,303","10,321"
"Wisconsin","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2020","521","62,161","10,423","731"
"Wisconsin","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2020","80","41,749","9,730","519"
